UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
BA;Crisópolis;33093;2,34E+16;SIM;4163;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;57.89%;09/05/2016;63.80%;15/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Entre Rios;33094;2,34E+16;NÃO;4160;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;48.62%;01/07/2016;43.29%;12/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Filadélfia;33095;2,34E+16;NÃO;4161;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;72.37%;08/08/2016;71.29%;22/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Gavião;33096;2,34E+16;NÃO;4162;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;25/12/2015;93.57%;21/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Guaratinga;33097;2,34E+16;SIM;4166;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;67.76%;09/08/2016;20.13%;25/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Guaratinga;33098;2,34E+16;SIM;4166;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;50.39%;09/08/2016;24.87%;29/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Ipecaetá;33100;2,34E+16;NÃO;4167;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;75.07%;08/08/2016;84.66%;19/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Irará;33101;2,34E+16;NÃO;4168;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;84.51%;12/08/2016;84.53%;25/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Irará;33102;2,34E+16;NÃO;4168;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;86.86%;12/08/2016;82.06%;13/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Itaeté;33103;2,34E+16;NÃO;4169;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;05/10/2015;98.29%;18/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Itaquara;33104;2,34E+16;NÃO;4170;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.72%;16/05/2016;82.71%;15/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Jaguarari;33105;2,34E+16;NÃO;4171;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;13/10/2015;100.02%;19/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
BA;Mansidão;33106;2,34E+16;NÃO;4172;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;85.52%;21/06/2016;83.16%;29/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Mansidão;33107;2,34E+16;NÃO;4172;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;70.19%;21/06/2016;62.53%;06/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Medeiros Neto;33108;2,34E+16;NÃO;4173;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;66.19%;04/08/2016;58.48%;07/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Piritiba;33109;2,34E+16;NÃO;4174;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;16/07/2015;98.97%;06/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Piritiba;33110;2,34E+16;NÃO;4174;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;79.20%;19/08/2016;75.39%;24/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Presidente Tancredo Neves;33111;2,34E+16;SIM;4175;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;33.80%;26/08/2016;2.86%;11/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;São Félix do Coribe;33112;2,34E+16;NÃO;11373;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;96.93%;23/07/2016;85.19%;22/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;São Félix do Coribe;33113;2,34E+16;NÃO;11373;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;83.13%;23/07/2016;67.02%;01/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Terra Nova;33114;2,34E+16;NÃO;4177;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;24.58%;28/06/2016;0.10%;25/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Tucano;33115;2,34E+16;NÃO;6812;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;40.06%;19/08/2016;21.40%;12/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Utinga;33116;2,34E+16;NÃO;4178;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;98.21%;29/10/2015;93.59%;22/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Utinga;33117;2,34E+16;SIM;4178;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;81.86%;;75.07%;22/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
BA;Wagner;33118;2,34E+16;NÃO;4179;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;10/07/2015;31.57%;04/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
BA;Xique-Xique;33119;2,34E+16;NÃO;4180;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.79%;11/09/2015;91.39%;15/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Xique-Xique;33120;2,34E+16;NÃO;4180;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;88.14%;15/07/2016;88.14%;09/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
BA;Xique-Xique;33121;2,34E+16;NÃO;4180;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;10/09/2015;95.76%;15/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
BA;Xique-Xique;33122;2,34E+16;NÃO;4180;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.93%;10/09/2015;96.50%;15/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
CE;Baixio;33131;2,34E+16;NÃO;4181;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;31/10/2015;33.25%;17/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
CE;Fortaleza;33134;2,34E+16;NÃO;4182;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;29/06/2016;82.68%;22/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Fortaleza;33137;2,34E+16;NÃO;4182;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;15/02/2016;68.29%;19/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Fortaleza;33139;2,34E+16;NÃO;4182;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;05/05/2016;86.96%;22/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Itapagé;33140;2,34E+16;NÃO;4183;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;29.90%;11/07/2016;16.20%;27/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Jijoca de Jericoacoara;33142;2,34E+16;NÃO;4184;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;15/04/2015;95.03%;11/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Mauriti;33143;2,34E+16;NÃO;4185;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;25.00%;13/07/2016;14.58%;16/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Mauriti;33144;2,34E+16;NÃO;4185;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;73.77%;22/07/2016;31.28%;16/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Mauriti;33145;2,34E+16;NÃO;4185;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;48.86%;13/07/2016;21.60%;16/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Morrinhos;33146;2,34E+16;NÃO;4186;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;15/01/2015;58.94%;23/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
CE;Mucambo;33147;2,34E+16;NÃO;4187;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;98.57%;15/08/2016;37.10%;22/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Novo Oriente;33148;2,34E+16;NÃO;4188;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.55%;20/11/2015;48.13%;20/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Novo Oriente;33149;2,34E+16;NÃO;4188;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;95.68%;20/11/2015;41.58%;20/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
CE;Varjota;33150;2,34E+16;NÃO;4189;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;03/10/2014;61.42%;21/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
GO;Bonópolis;33151;2,34E+16;NÃO;7229;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;09/01/2015;28.12%;04/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Cezarina;33152;2,34E+16;SIM;4190;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;46.47%;27/07/2016;12.45%;27/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Davinópolis;33153;2,34E+16;NÃO;4192;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;62.80%;28/07/2016;56.83%;28/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Fazenda Nova;33154;2,34E+16;NÃO;4193;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;48.14%;20/07/2016;33.96%;01/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Guarani de Goiás;33155;2,34E+16;NÃO;4194;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;57.14%;11/08/2016;47.77%;03/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Hidrolina;33156;2,34E+16;NÃO;4195;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;09/11/2015;23.23%;06/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Mineiros;33157;2,34E+16;NÃO;4196;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;61.20%;26/07/2016;57.02%;22/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Monte Alegre de Goiás;33158;2,34E+16;NÃO;4197;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;02/09/2014;84.14%;06/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Novo Gama;33160;2,34E+16;SIM;4198;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Licitação;66.47%;;66.09%;14/set;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Novo Gama;33161;2,34E+16;SIM;4198;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Licitação;26.27%;;24.84%;21/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Novo Gama;33162;2,34E+16;SIM;4198;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Licitação;65.14%;;67.41%;21/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Panamá;33163;2,34E+16;SIM;4199;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;94.70%;22/08/2016;100.00%;26/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Piracanjuba;33164;2,34E+16;NÃO;4200;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;87.19%;06/07/2016;87.33%;18/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Pontalina;33165;2,34E+16;NÃO;4201;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;80.01%;25/08/2016;63.38%;28/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Santa Bárbara de Goiás;33166;2,34E+16;NÃO;4202;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;61.62%;19/07/2016;52.39%;24/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;São Simão;33167;2,34E+16;NÃO;4203;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;13/05/2015;20.03%;21/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Três Ranchos;33168;2,34E+16;NÃO;4204;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;80.54%;10/08/2016;69.16%;28/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Uruaçu;33169;2,34E+16;NÃO;4205;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;04/09/2015;15.08%;06/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MA;Buriti Bravo;33172;2,34E+16;NÃO;4206;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;05/09/2015;92.40%;18/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Fortaleza dos Nogueiras;33173;2,34E+16;NÃO;4207;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;28/04/2015;29.04%;27/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Fortaleza dos Nogueiras;33174;2,34E+16;NÃO;4207;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;27/04/2015;27.74%;27/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Pinheiro;33175;2,34E+16;NÃO;4208;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;28.40%;15/08/2016;20.65%;29/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Pinheiro;33176;2,34E+16;NÃO;4208;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;61.69%;12/08/2016;51.07%;02/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;São Roberto;33177;2,34E+16;NÃO;4209;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.39%;01/02/2016;3.69%;10/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MT;Denise;33178;2,34E+16;NÃO;4210;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;24/07/2015;99.77%;06/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
MT;Lambari D'Oeste;33180;2,34E+16;NÃO;4212;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;93.33%;02/08/2016;63.97%;13/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Nortelândia;33181;2,34E+16;NÃO;4213;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;09/04/2015;86.92%;29/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Pedra Preta;33182;2,34E+16;SIM;4214;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;98.65%;11/04/2016;69.12%;17/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Tangará da Serra;33188;2,34E+16;NÃO;4226;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Execução;27.75%;05/08/2016;25.81%;23/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MG;Araújos;33189;2,34E+16;NÃO;4227;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;10/03/2015;63.83%;24/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Bonito de Minas;33190;2,34E+16;SIM;4228;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;89.72%;13/07/2016;0.49%;11/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Brás Pires;33191;2,34E+16;NÃO;4229;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;14/07/2016;5.70%;23/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Buritis;33192;2,34E+16;NÃO;4230;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.98%;16/06/2016;14.35%;13/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Buritizeiro;33193;2,34E+16;NÃO;4547;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;77.60%;10/08/2016;62.12%;19/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Camacho;33194;2,34E+16;NÃO;4232;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;94.63%;21/10/2015;20.21%;19/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Carlos Chagas;33195;2,34E+16;NÃO;4233;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;53.02%;08/07/2016;34.73%;15/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Couto de Magalhães de Minas;33196;2,34E+16;NÃO;4234;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;95.06%;22/10/2015;26.67%;24/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Frei Gaspar;33197;2,34E+16;NÃO;4235;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;90.11%;25/08/2016;27.69%;23/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Itabirito;33198;2,34E+16;NÃO;4236;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;27/05/2015;29.67%;25/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Itambacuri;33199;2,34E+16;SIM;4237;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Licitação;84.62%;;75.29%;03/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Itaú de Minas;33200;2,34E+16;NÃO;6815;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;21/03/2016;65.42%;16/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Itumirim;33201;2,34E+16;SIM;4239;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;26/07/2016;63.39%;22/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Itutinga;33202;2,34E+16;NÃO;4240;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;96.76%;24/05/2016;21.46%;22/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Malacacheta;33203;2,34E+16;NÃO;4241;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;64.95%;02/08/2016;24.04%;23/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Matias Barbosa;33204;2,34E+16;SIM;4254;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;57.86%;19/08/2016;23.58%;19/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PR;Lapa;33213;2,34E+16;NÃO;4244;2013;PROINFÂNCIA;PAC2;Municipal;MI - Escola de Educação Infantil Tipo B;Concluída;100.00%;10/06/2015;100.01%;01/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MG;Mendes Pimentel;33233;2,34E+16;SIM;4255;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;89.71%;21/07/2016;34.77%;22/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Piranguçu;33234;2,34E+16;SIM;4256;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;56.19%;29/08/2016;7.00%;23/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Prata;33236;2,34E+16;NÃO;4257;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;25/09/2015;96.25%;18/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Presidente Juscelino;33237;2,34E+16;NÃO;4258;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;20/01/2016;32.52%;14/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Resende Costa;33238;2,34E+16;NÃO;4259;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.99%;25/07/2016;73.78%;16/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
