UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
AP;Oiapoque;6504;2,34E+16;NÃO;806023;2007;PAR;CONVENIO;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;15/08/2013;97.82%;22/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
GO;Acreúna;6535;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Execução;74.87%;02/08/2016;67.59%;26/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Barro Alto;6537;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Paralisada;36.22%;11/08/2016;40.30%;28/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
GO;Águas Lindas de Goiás;6539;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Execução;46.10%;22/08/2016;28.54%;24/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Goiânia;6542;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Concluída;100.00%;22/01/2015;98.29%;23/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Amorinópolis;6548;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Ampliação;Concluída;100.00%;11/03/2012;98.01%;26/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Aparecida de Goiânia;6550;2,34E+16;NÃO;806057;2007;PAR;CONVENIO;Estadual;Espaço Educativo - 12 Salas;Concluída;100.00%;14/11/2013;52.78%;16/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Nova Iguaçu de Goiás;6551;2,34E+16;NÃO;806057;2007;PAR;CONVENIO;Estadual;Espaço Educativo - 12 Salas;Concluída;100.00%;02/10/2012;98.25%;03/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Caldas Novas;6552;2,34E+16;NÃO;806057;2007;PAR;CONVENIO;Estadual;Espaço Educativo - 12 Salas;Paralisada;76.48%;03/05/2016;61.41%;25/fev;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Goiânia;6554;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Paralisada;90.08%;24/08/2016;91.06%;23/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Aparecida de Goiânia;6555;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Execução;61.07%;12/07/2016;65.28%;25/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Aparecida de Goiânia;6557;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Paralisada;4.58%;24/08/2016;1.07%;17/set;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Aparecida de Goiânia;6558;2,34E+16;NÃO;700224;2008;PAR;;Estadual;Espaço Educativo - 12 Salas;Paralisada;10.79%;24/08/2016;5.55%;12/jan;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
GO;Goiânia;6562;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Ampliação;Concluída;100.00%;06/07/2011;99.99%;02/jun;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
GO;Ouvidor;6563;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Ampliação;Concluída;100.00%;04/08/2010;99.99%;17/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Itumbiara;6564;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Ampliação;Concluída;100.00%;08/04/2010;99.49%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Cachoeira Alta;6568;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Ampliação;Concluída;100.00%;11/06/2010;100.00%;25/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Mineiros;6570;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;20/09/2012;98.36%;09/jan;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Formosa;6575;2,34E+16;NÃO;806057;2007;PAR;;Estadual;Espaço Educativo - 12 Salas;Concluída;100.00%;13/08/2014;93.69%;15/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Avelinópolis;6578;2,34E+16;NÃO;806070;2007;PAR;;Estadual;Reforma;Concluída;89.19%;31/10/2013;99.60%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Novo Gama;6583;2,34E+16;NÃO;806057;2007;PAR;CONVENIO;Estadual;Espaço Educativo - 12 Salas;Paralisada;42.00%;07/07/2016;37.17%;21/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MS;Sidrolândia;6586;2,34E+16;NÃO;700212;2008;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;17/12/2010;100.01%;07/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Nova Andradina;6587;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;99.99%;19/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Campo Grande;6596;2,34E+16;NÃO;700226;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;25/03/2015;100.02%;18/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Campo Grande;6597;2,34E+16;NÃO;700226;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;26/03/2015;99.97%;18/nov;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MS;Campo Grande;6607;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;100.00%;18/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Paranaíba;6619;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;03/01/2010;100.01%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Paranaíba;6620;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;99.99%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Sidrolândia;6633;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;27/02/2010;99.98%;07/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Sidrolândia;6634;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;27/03/2010;100.00%;20/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Terenos;6636;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;26/03/2015;100.01%;18/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Três Lagoas;6638;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;26/03/2015;99.99%;16/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Naviraí;6648;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;100.00%;23/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Jaraguari;6653;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;25/03/2015;99.74%;18/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MS;Itaporã;6655;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;25/03/2015;100.00%;24/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Itaporã;6656;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;100.01%;24/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Iguatemi;6657;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;30/03/2015;99.99%;27/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Campo Grande;6672;2,34E+16;NÃO;806048;2007;PAR;;Estadual;Reforma;Concluída;100.00%;02/04/2009;100.00%;19/ago;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MS;Ribas do Rio Pardo;6690;2,34E+16;NÃO;806048;2007;PAR;;Estadual;Reforma;Concluída;100.00%;30/01/2009;100.00%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Ribas do Rio Pardo;6691;2,34E+16;NÃO;806048;2007;PAR;;Estadual;Reforma;Concluída;100.00%;19/01/2009;100.01%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MS;Terenos;6699;2,34E+16;NÃO;700226;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;24/04/2015;100.01%;18/nov;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
MS;Rio Brilhante;6709;2,34E+16;NÃO;700226;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;30/03/2015;100.01%;24/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MA;São Vicente Ferrer;6716;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Concluída;100.00%;21/07/2014;97.36%;12/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;São Pedro dos Crentes;6718;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Concluída;100.00%;26/02/2015;98.31%;24/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;São João do Carú;6722;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;98.04%;21/07/2016;88.13%;17/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;João Lisboa;6735;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;92.77%;24/08/2016;79.71%;19/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Jenipapo dos Vieiras;6736;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;98.56%;04/07/2016;55.68%;22/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
MA;Itaipava do Grajaú;6739;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Concluída;100.00%;04/07/2016;65.87%;22/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Humberto de Campos;6740;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Concluída;100.00%;23/09/2015;42.16%;10/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Feira Nova do Maranhão;6744;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;77.81%;24/08/2016;57.55%;26/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Cajapió;6746;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;96.72%;04/05/2016;85.41%;04/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Caxias;6747;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;76.38%;24/08/2016;38.56%;24/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Brejo;6750;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;78.93%;13/07/2016;23.75%;15/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Barra do Corda;6754;2,34E+16;NÃO;806019;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Inacabada;19.42%;15/07/2014;17.72%;09/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Barreirinhas;6756;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 06 Salas;Execução;69.14%;24/08/2016;71.28%;11/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Arari;6757;2,34E+16;NÃO;806049;2007;PAR;;Estadual;Espaço Educativo - 12 Salas;Execução;1.78%;03/05/2016;0.00%;14/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;6761;2,34E+16;NÃO;806019;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Inacabada;0.05%;22/07/2014;0.00%;27/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Grajaú;6763;2,34E+16;NÃO;806019;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Inacabada;2.35%;22/07/2014;0.00%;27/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Grajaú;6764;2,34E+16;NÃO;806019;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;30/11/2012;94.41%;26/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Amarante do Maranhão;6766;2,34E+16;NÃO;806019;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Inacabada;18.72%;20/01/2016;18.72%;18/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MT;Barra do Bugres;6773;2,34E+16;NÃO;700235;2008;PAR;;Estadual;Espaço Educativo - 08 Salas;Concluída;99.14%;24/09/2015;98.67%;16/jan;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MT;Salto do Céu;6775;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Concluída;100.00%;28/05/2015;98.75%;13/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Rio Branco;6776;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Concluída;100.00%;28/05/2015;97.97%;13/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Poconé;6777;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Execução;86.50%;22/07/2016;82.23%;19/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Mirassol d'Oeste;6778;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Concluída;100.00%;28/05/2015;94.48%;12/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Alta Floresta;6780;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Execução;98.80%;27/07/2016;96.81%;27/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Chapada dos Guimarães;6781;2,34E+16;NÃO;806077;2007;PAR;;Estadual;Reforma;Concluída;98.86%;14/04/2015;100.00%;12/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Porto Esperidião;6784;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;09/04/2013;96.41%;02/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Santo Antônio do Leverger;6786;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Espaço Educativo - 04 Salas;Concluída;100.00%;08/01/2014;99.96%;28/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MT;Tangará da Serra;6797;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;20/01/2014;99.03%;13/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Aripuanã;6800;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Espaço Educativo - 01 Sala;Concluída;100.00%;13/06/2012;100.00%;20/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Campinápolis;6810;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;17/04/2014;100.00%;02/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Campinápolis;6811;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;09/11/2013;99.99%;02/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Gaúcha do Norte;6818;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;09/03/2015;42.00%;03/fev;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MT;Gaúcha do Norte;6825;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;30/11/2013;96.98%;03/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Gaúcha do Norte;6827;2,34E+16;NÃO;806017;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;30/11/2013;97.28%;03/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
CE;Ocara;6830;2,34E+16;NÃO;806061;2007;PAR;;Estadual;Reforma;Concluída;100.00%;24/04/2014;69.77%;10/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
TO;Araguatins;6831;2,34E+16;NÃO;700230;2008;PAR;CONVENIO;Estadual;Escola com Projeto elaborado pelo proponente;Paralisada;52.80%;24/08/2016;38.70%;27/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RO;Espigão D'Oeste;6836;2,34E+16;SIM;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;05/11/2015;99.99%;05/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RO;Espigão D'Oeste;6837;2,34E+16;NÃO;806027;2007;PAR;;Estadual;Escola com Projeto elaborado pelo proponente;Concluída;100.00%;17/06/2014;95.12%;18/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RO;Espigão D'Oeste;6838;2,34E+16;NÃO;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;95.13%;06/11/2015;98.57%;05/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
RO;Espigão D'Oeste;6839;2,34E+16;NÃO;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;05/11/2015;100.00%;05/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
RO;Alta Floresta D'Oeste;6840;2,34E+16;SIM;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;05/11/2015;100.02%;09/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RO;Alta Floresta D'Oeste;6841;2,34E+16;SIM;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;05/11/2015;100.00%;03/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RO;Alta Floresta D'Oeste;6842;2,34E+16;NÃO;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Obra Cancelada;0.03%;05/09/2015;0.00%;16/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RO;Alta Floresta D'Oeste;6843;2,34E+16;SIM;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;05/11/2015;100.01%;09/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MS;São Gabriel do Oeste;6844;2,34E+16;NÃO;700234;2008;PAR;;Estadual;Reforma;Concluída;100.00%;11/12/2009;100.00%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
RO;Ji-Paraná;6845;2,34E+16;NÃO;806027;2007;PAR;;Estadual;Espaço Educativo - 02 Salas;Concluída;100.00%;19/06/2013;99.98%;20/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
MA;Grajaú;7156;2,34E+16;NÃO;700105;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;18/07/2009;93.82%;25/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7157;2,34E+16;NÃO;700105;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;20/07/2009;94.27%;25/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7158;2,34E+16;NÃO;700105;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;21/07/2009;83.48%;25/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7159;2,34E+16;NÃO;700105;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;23/07/2009;88.35%;26/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7160;2,34E+16;NÃO;700105;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;24/07/2009;93.86%;24/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7161;2,34E+16;NÃO;700106;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;100.00%;31/08/2009;92.01%;25/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;7162;2,34E+16;NÃO;700106;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;24/05/2015;48.59%;24/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PE;Parnamirim;7179;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;100.00%;08/04/2015;0.42%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7180;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;100.00%;23/03/2015;12.04%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7181;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;96.70%;15/01/2015;63.47%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7182;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;99.02%;14/05/2015;4.26%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7184;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;30/03/2015;12.45%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7185;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 01 Sala;Concluída;100.00%;14/05/2015;12.45%;14/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Parnamirim;7187;2,34E+16;NÃO;700104;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;100.00%;08/04/2014;100.02%;14/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SE;Porto da Folha;7361;2,34E+16;NÃO;700254;2008;PAR;MEC;Municipal;Espaço Educativo - 06 Salas;Inacabada;13.33%;30/06/2016;16.60%;21/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SE;Simão Dias;7389;2,34E+16;NÃO;700173;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;100.00%;07/10/2010;99.99%;17/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SE;Siriri;7390;2,34E+16;NÃO;700107;2008;PAR;;Municipal;Espaço Educativo - 04 Salas;Concluída;100.00%;05/09/2012;98.30%;17/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Tio Hugo;7447;2,34E+16;NÃO;700151;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;100.00%;22/12/2009;100.01%;18/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PR;São João do Caiuá;7487;2,34E+16;NÃO;700123;2008;PAR;;Municipal;Reforma;Concluída;100.00%;13/07/2010;100.00%;18/ago;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
SE;Itabaiana;7658;2,34E+16;NÃO;830183;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.99%;25/08/2015;99.93%;24/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PI;Várzea Branca;7728;2,34E+16;NÃO;700261;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Inacabada;14.52%;26/06/2015;16.76%;04/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PI;Várzea Branca;7729;2,34E+16;NÃO;700261;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Inacabada;25.85%;26/06/2015;26.31%;04/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PE;Brejinho;7730;2,34E+16;NÃO;700266;2008;PAR;;Municipal;Espaço Educativo - 02 Salas;Concluída;96.16%;30/08/2013;100.01%;14/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Chã Grande;7731;2,34E+16;NÃO;700276;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;100.00%;02/09/2014;58.65%;14/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Iati;7732;2,34E+16;NÃO;700258;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;99.72%;25/07/2016;85.29%;11/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;Ipubi;7733;2,34E+16;NÃO;700100;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;98.85%;12/05/2015;99.20%;11/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PE;São João;7743;2,34E+16;NÃO;700099;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Concluída;100.00%;02/08/2012;100.00%;13/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Ananindeua;7789;2,34E+16;NÃO;710451;2008;PAR;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;18/06/2010;99.99%;10/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MT;Guarantã do Norte;7805;2,34E+16;NÃO;700124;2008;PAR;;Municipal;Reforma;Concluída;100.00%;06/01/2012;100.00%;11/dez;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MG;Formoso;7810;2,34E+16;NÃO;700262;2008;PAR;;Municipal;Espaço Educativo - 06 Salas;Inacabada;58.34%;06/10/2014;57.51%;10/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
