"ID";"Nome";"Logradouro";"Município";"UF";"Percentual.de.Execução";"classificação_tb";"total_repassado";"Empresa.Contratada"
13389;"702625 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LAGOA D`ANTA/RN";NA;"Lagoa d'Anta";"RN";67,05;"paralisada";395033,367557556;"(12780658000142) CRISTAL CONSTRUCOES E INCORPORACOES LTDA"
13418;"704173 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA MARIA/RS";NA;"Santa Maria";"RS";38,59;"paralisada";416205,95234458;"(10689993000104) ARIMIX SERVICOS DE CONCRETAGEM LTDA"
13421;"703210/10 - EE Infantil - Tipo B - SÃO FRANCISCO DE PAULA/RS";NA;"São Francisco de Paula";"RS";91,98;"paralisada";891011,345722788;"(11284101000158) GASTAL CONSTRUTORA E INCORPORADORA LTDA."
13443;"703247 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PINHEIRO PRETO/SC";NA;"Pinheiro Preto";"SC";99,14;"paralisada";639413,781449036;"(18900212000190) CONSTRUTORA E INCORPORADORA BOTTEGA LTDA - EPP"
13445;"702594 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PRAIA GRANDE/SC";"AVENIDA JOSÉ INÁCIO JÚNIOR";"Praia Grande";"SC";98,94;"paralisada";432334,012303885;"(05956617000107) BF CONSTRUCOES LTDA."
13470;"702619 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - CONCEIÇÃO DO TOCANTINS/TO";"Avenida Tocantins, Qd 04, Lote 03 Setor Bela Vista";"Conceição do Tocantins";"TO";45,6;"paralisada";930774,671553049;NA
13474;"702639 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - TUPIRATINS/TO";NA;"Tupiratins";"TO";0;"paralisada";420812,864050353;NA
13475;"702613 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - XAMBIOÁ/TO";NA;"Xambioá";"TO";39,58;"paralisada";926213,854455452;NA
13542;"830065 - Escola de Educação Infantil - Formoso/MG";"Avenida Governador Tancredo Neves";"Formoso";"MG";28,84;"paralisada";1491939,20813472;"(22086534000115) DANIEL NASCIMENTO FRANCA - ME"
13549;"703562/2010 - Espaço Educativo Urbano - Viçosa/AL";NA;"Viçosa";"AL";87,58;"paralisada";625264,956804708;"(05786268000114) CRITERIO ENGENHARIA LTDA"
13576;"700197 - Espaço Educativo Urbano - Pov Jussatuba - Icatu/MA";NA;"Icatu";"MA";68,34;"paralisada";2243810,13582364;"(07193479000179) CONSTRUTORA DIGAO LTDA"
13577;"700197 - Espaço Educativo Urbano - Sertãozinho - Icatu/MA";NA;"Icatu";"MA";60,96;"paralisada";2243810,13582364;"(07193479000179) CONSTRUTORA DIGAO LTDA"
13589;"702527/10 - Espaço Educativo Urbano - Wenceslau Guimarães/BA";NA;"Wenceslau Guimarães";"BA";95,07;"paralisada";595126,947705246;"(04995954000132) LF CONSTRUCOES E SERVICOS LTDA - ME"
13658;"702473/2010 - Espaço Educativo Urbano II - Gaspar/SC";"Rua Vitorio Fantoni";"Gaspar";"SC";99,99;"paralisada";657420,846960101;"(04924266000181) WDF SERVICOS LTDA."
13674;"703310/2010 - Espaço Educativo Urbano - Lagoa do Mato/MA";NA;"Lagoa do Mato";"MA";99,87;"paralisada";525018,224976512;"(00465927000105) TENCOL TERRA NOVA CONSTRUCOES E COMERCIO LTDA"
13772;"703390/2010 - E Educativo Urbano - Sítio Araçá - Afrânio/PE";NA;"Afrânio";"PE";16,96;"paralisada";861653,209319857;"(12212426000198) ESTRELA CONSTRUCOES E SERVICOS LTDA - ME"
13830;"703215/2010 - Espaço Educativo Urbano - Novo Acordo/TO";NA;"Novo Acordo";"TO";73,28;"paralisada";509898,240749189;"(02951375000162) E & D SERVICOS LTDA - ME"
13831;"702592/2010 - Esp Educativo Urbano - Faz. Matas - Arraias/TO";NA;"Arraias";"TO";64,56;"paralisada";1125878,76444853;"(18279928000112) ILMAR  ALVES DE OLIVEIRA - ME"
13977;"656356 - Esc. Educ. Infantil - Tipo C - RIACHAO DO DANTAS/SE";NA;"Riachão do Dantas";"SE";72,51;"paralisada";431071,91871289;"(13920186000149) AREIA CONSTRUCOES LTDA"
14120;"703028/2010 - Escola de Educação Infantil - Mesquita/RJ";"Rua Cosmorama";"Mesquita";"RJ";86,27;"paralisada";1386316,5742707;"(03161901000153) URBANIZADORA AGAELLES LTDA"
14594;"830453 - Escola de Educação Infantil - Itaparica/BA";"1ª Travessa da Rua Santa Bárbara";"Itaparica";"BA";42,8;"paralisada";1110427,90610772;"(07615175000152) S. GUIMARAES CONSTRUCOES LTDA"
14601;"704168/2010 - Escola de Educação Infantil - Conde/BA";NA;"Conde";"BA";3,85;"paralisada";892451,326311111;"(07612027000184) MELO & BASTOS LTDA"
14607;"704064/10 - Escola de Educação Inf - Reserva do Iguaçu/PR";NA;"Reserva do Iguaçu";"PR";62,33;"paralisada";637094,076461189;"(17994527000181) BERTOLUCI & RAMOS LTDA. - ME"
14615;"710063 - Escola de Educação Infantil - Teodoro Sampaio/SP";"Rua Jovelino Mineiro de Carvalho";"Teodoro Sampaio";"SP";99,64;"paralisada";1465204,25637487;"(10815780000181) ADRIANO SABINO DA SILVA - ME"
17377;"700069/11 - Escola de Educação Infantil - Piratuba/SC";"Rua Boa Vista.";"Piratuba";"SC";0,25;"paralisada";416130,573523924;"(07959120000160) CONE CONSTRUCOES LTDA EPP"
17386;"700068/11 - Escola de Educação Infantil - Palhoça/SC";"Rua VT-20.";"Palhoça";"SC";94,42;"paralisada";355223,159484492;"(09007458000147) WA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA ME"
17396;"700268/11 - Escola de Educação Infantil - Maraã/AM";"Avenida Perimetral, s/nº";"Maraã";"AM";84,04;"paralisada";419475,500227877;"(10571056000150) DENIS PIMENTEL DE FIGUEIREDO - ME"
17401;"700225/11 -EE Rural -Caruru Cachoeira- São G da Cachoeira/AM";NA;"São Gabriel da Cachoeira";"AM";32,4;"paralisada";1940184,5910394;"(05821742000100) SAO FRANCISCO CONSTRUCOES E EMPREENDIMENTOS LTDA"
17410;"700257/11 - Espaço Educativo Urbano - Urucurituba/AM";"Av. Amazonas, Bairro São Lázaro";"Urucurituba";"AM";79,1;"paralisada";598193,29496743;"(09660878000128) F M DE ARAUJO"
17411;"700002/11 - Escola de Educação Infantil - Balbinos/SP";"Avenida da Saudade.";"Balbinos";"SP";76,86;"paralisada";405310,903148546;"(12029722000158) BENEDITO DA SILVA - CONSTRUCAO - ME"
17418;"700076/11 - Escola de Educação Infantil - Guatapara/SP";"Rua Paulo Monte Serrat Filho esquina com Rua Aparecido Nunes.";"Guatapará";"SP";62,2;"paralisada";416027,613122941;"(09459523000175) CAPEME CONSTRUTORA E INCORPORADORA LTDA"
17420;"700003/11 - E Educação Infantil - Governador Mangabeira/BA";NA;"Governador Mangabeira";"BA";97,19;"paralisada";862282,011466534;"(10428317000187) LIC MERCANTIL LTDA-ME"
17422;"700231/11 - Escola de Educação Infantil - Ipirá/BA";NA;"Ipirá";"BA";0,68;"paralisada";NA;NA
17425;"700102/11 - E de Educação Infantil C - Itaju do Colonia/BA";"Travessa dos Artista, Bairro Novo Itaju";"Itaju do Colônia";"BA";84,51;"paralisada";411055,197155894;"(10263836000132) ANTONIO CARLOS SOUZA RAMOS DE CAMACAN"
17430;"700181/11 - Escola de Educação Infantil B - Jiquiriçá/BA";NA;"Jiquiriçá";"BA";75,51;"paralisada";827004,642157467;"(41998113000105) CONSTRUTORA MAXFORT LTDA."
17432;"700004/11 - Escola de Educação Infantil C - Pilão Arcado/BA";"Av. Joaquim Ribeiro";"Pilão Arcado";"BA";43,89;"paralisada";414822,906021906;"(96727730000168) TECNENGE TECNOLOGIA EM ENGENHARIA CIVIL LTDA"
17435;"700024/11 - Escola de Educação Infantil - Indiaporã/SP";NA;"Indiaporã";"SP";32,04;"paralisada";415710,10675226;"(14769337000172) DEBORA DA N. CARDOSO & CIA LTDA - EPP"
17440;"700153/11 - Escola de Educação Infantil C - Teolândia/BA";"Rua Projetada (Dona Geró)";"Teolândia";"BA";96,48;"paralisada";407902,231210059;"(00353679000100) PANIFICADORA E COMERCIAL DE ESTIVAS AVANTE LTDA ME"
17441;"700239/11 - Escola de Educação Infantil B - Alto Santo/CE";NA;"Alto Santo";"CE";0;"paralisada";871307,669814948;NA
17447;"700080/11 - Escola de Ed. Infantil - Rio da Conceição/TO";"Rua La Paz.";"Rio da Conceição";"TO";45,41;"paralisada";412211,971613651;"(02136629000199) NOVA TERRA - CONSTRUCAO E PAVIMENTACAO LTDA"
17448;"700081/11 - Escola de Educação Infantil - Taguatinga/TO";"Rua 21, quadra 42, lote 17, Setor Valdemar Carlos de França.";"Taguatinga";"TO";28,85;"paralisada";415209,075227066;"(09275057000178) PROJET CONSULTORIA E ASSESSORIA LTDA-ME"
17449;"700271/11 - Es. de Ed. Infantil - São Miguel do Tocantins/TO";"Rua São Pedro.";"São Miguel do Tocantins";"TO";51,14;"paralisada";891714,915667981;"(07436857000106) AGT CONSTRUCAO E TRANSPORTE LTDA"
17464;"700123/11 - Escola de Educação Infantil B - Caririaçu/CE";NA;"Caririaçu";"CE";57,21;"paralisada";872419,207587344;"(09534554000143) START CONSTRUTORA LTDA"
17466;"700132/11 - Escola de Educação Infantil - Pirangi/SP";"Rua Professora Mariana de Melo e Sá.";"Pirangi";"SP";60,05;"paralisada";410667,308333305;"(04109049000138) BASETETO COMERCIAL LTDA - EPP"
17489;"700194/11 - Espaço Ed. Urbano - Bom Jesus do Tocantins/TO";"Av. Aeroporto.";"Bom Jesus do Tocantins";"TO";46,93;"paralisada";627880,445282667;"(00957058000128) AVANTE PRODUCOES & EVENTOS LTDA"
17508;"700215/11 - Espaço Educativo Urbano - Mambaí/GO";"Avenida 14 de Novembro, Quadra 19, Morada Nova";"Mambaí";"GO";64,13;"paralisada";629390,653088239;"(07124872000100) Espaço Engenharia e Construções LTDA"
17513;"700144/11 - Escola de Educação Infantil B - Bacabal/MA";"Rua VP-19  - Bairro COHAB II";"Bacabal";"MA";35,65;"paralisada";856088,776284905;"(41493800000179) TURMALINA - EMPREENDIMENTOS E CONSTRUCOES LTDA"
17514;"700091/11 - Esc de Educação Infantil B - Barão de Grajaú/MA";"Rua do Sol no bairro Nossa Senhora da Conceição";"Barão de Grajaú";"MA";0;"paralisada";826351,373402309;"(10267317000142) EVERTON SILVEIRA COELHO RIBEIRO & CIA LTDA"
17516;"700228/11 - Escola de Educação Infantil C - Belágua/MA";"Av. dos Basílios, s/nº, Bairro Centro";"Belágua";"MA";82,85;"paralisada";416187,632325836;"(17481577000165) A J C CONSTRUCOES LTDA - ME"
17520;"700224/11 - Escola de Educação Infantil C - Buriti/MA";"Bairro Bacuri";"Buriti";"MA";78,77;"paralisada";416181,200685849;"(05998388000185) CONSTRUTORA CENTRO DO PERITORO LTDA"
17522;"700023/11 - E Educação Infantil B- Formosa da Serra Negra/MA";"Avenida João da Mata e Silva";"Formosa da Serra Negra";"MA";92;"paralisada";809738,572873088;"(05148560000101) MPA ENGENHARIA LTDA"
17524;"700027/11 - E Educ Infantil B - Governador Newton Bello/MA";NA;"Governador Newton Bello";"MA";27,64;"paralisada";799167,813735384;"(97373351000180) CONSTRUC COMERCIO E CONSTRUCOES LTDA"
17533;"700114/11 - Escola de Educação Infantil - Jatobá/MA";"Rua do Campo, Conjunto Elias Lima";"Jatobá";"MA";51;"paralisada";735449,97612572;"(10858482000179) N. A. P. MARTINS & CIA LTDA"
17534;"700029/11 - Escola de Educação Infantil C -Nina Rodrigues/MA";"Rua Diortino Sampaio Castro s/nº, Centro";"Nina Rodrigues";"MA";67,31;"paralisada";416187,632325836;"(10791552000119) L C CONSTRUTORA DE OBRAS CIVIL LTDA"
17536;"700201/11 - Escola de Educação Infantil B - Pinheiro/MA";"Rua Dom Afonso";"Pinheiro";"MA";24,35;"paralisada";848318,609626315;"(41618372000163) COPACABANA CONSTRUTORA LTDA"
17568;"700211/11 - Espaço Educativo Urbano - Sitio Novo/RN";"Rua Ferreira Chicó.";"Sítio Novo";"RN";35,28;"paralisada";626991,403072231;"(40997140000109) E J FERNANDES ME"
17598;"700037/11 - Escola de Educação Infantil C -Cônego Marinho/MG";NA;"Cônego Marinho";"MG";45,72;"paralisada";378115,422501871;"(14992752000190) REIS PRESTACAO DE SERVICOS LTDA - ME"
17603;"700235/11 - Escola de Educação Infantil- Socorro do Piauí/PI";"Rua Rosendo Vieira.";"Socorro do Piauí";"PI";67,35;"paralisada";414919,326460543;"(02835645000170) MEDIO PARNAIBA MANUTENCAO E REFORMAS LTDA EPP"
17604;"700142/11 - Escola de Educação Infantil - Julio Borges/PI";"Rua juscelino Kubischek.";"Júlio Borges";"PI";41,31;"paralisada";414247,817880868;"(11733930000170) WILSON RODRIGUES DA SILVA"
17608;"700270/11 - Espaço Ed. Urbano - Santa Maria da Boa Vista/PE";"Fazenda Badajós";"Santa Maria da Boa Vista";"PE";12,13;"paralisada";569707,899968981;"(02725652000119) CONSTRUTORA SAN DENIS LTDA"
17610;"700149/11 - Escola de Educação Infantil B - Igarapé/MG";"Rua Santos Dumont";"Igarapé";"MG";92,11;"paralisada";850268,087097638;"(12033688000195) SLUMP ENGENHARIA E CONSULTORIA LTDA - EPP"
17620;"700212/11 - Es de Ed Infantil - Riacho de Santo Antonio/PB";"Rua Demóstenes Barbosa. ";"Riacho de Santo Antônio";"PB";0;"paralisada";NA;"(10814090000108) TB CONSTRUCOES CIVIS E INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS LTDA"
17625;"700007/11 - Escola de Educação Infantil - Monte Horebe/PB";"Loteamento São Francisco, Rua G.";"Monte Horebe";"PB";78,78;"paralisada";416135,962561219;"(05219643000144) CONSERV - CONSTRUCOES E SERVICOS LTDA"
17637;"700238/11 - Escola de Educação Infantil - Colares/PA";"Av. Nossa Senhora da Conceição.";"Colares";"PA";38,29;"paralisada";851650,131438504;"(01016019000199) CONCREX LTDA EPP"
17643;"700164/11 - E Educação Infantil B - Santana de Pirapama/MG";"Rua José Marques Pereira";"Santana de Pirapama";"MG";77,11;"paralisada";824254,784325477;"(08382544000177) ISABEL MACEDO DE REZENDE - ME"
17645;"700165/11 - EEducação Infantil B - São Francisco de Sales/MG";"Rua Onze";"São Francisco de Sales";"MG";94,53;"paralisada";849262,535598395;"(25713199000126) ETCC-ESCRITORIO TECNICO DE ENG COM E CONSTRUCAO LTDA ME"
17652;"700092/11 - Escola de Educação Infantil B - Viçosa/MG";"Rua Efigênia Soares da Silva no Bairro Nova Viçosa";"Viçosa";"MG";98;"paralisada";857743,467162914;"(06732146000108) CONSTRUTORA VICOSENSE LTDA"
17655;"700119/11 - E Educativo Rural - Sertão - Amambai/MS";NA;"Amambaí";"MS";95,35;"paralisada";829433,066933311;"(08644960000104) RONCONE & RONCONE LTDA"
17657;"700119/11 - E Educativo Rural - Brilho do Sol - Amambai/MS";NA;"Amambaí";"MS";96,01;"paralisada";829433,066933311;"(08644960000104) RONCONE & RONCONE LTDA"
17663;"700133/11 - Escola de Educação Infantil C - Douradina/MS";"Rua Projetada 6 – Loteamento Parque das Araras";"Douradina";"MS";54,06;"paralisada";415509,52082641;"(06049792000175) VIZZOTTO & CIA LTDA"
17673;"700175/11 - Espaço Educativo Urbano - Juti/MS";NA;"Juti";"MS";90,94;"paralisada";522535,374519466;"(04439711000118) ENGENHASUL PROJETOS E CONSTRUCOES LTDA"
17681;"700156/11 - E Educativo Urbano - Cachoeirinha - Miranda/MS";NA;"Miranda";"MS";47,46;"paralisada";1014112,63989386;"(10410888000194) R. COURA ENGENHARIA LTDA - ME"
17683;"700156/11 - E Educativo Urbano - Moreira - Miranda/MS";NA;"Miranda";"MS";23,25;"paralisada";1014112,63989386;"(10410888000194) R. COURA ENGENHARIA LTDA - ME"
17688;"700053/11 - Escola de Ed. Infantil - Nova Monte Verde/MT";"Rua Vergílio Nascimento.";"Nova Monte Verde";"MT";68,12;"paralisada";828464,131605875;"(04613404000101) MENDANHA CONSTRUTORA LTDA ME"
17692;"700109/11 - Escola de Ed. Infantil - Canabrava do Norte/MT";NA;"Canabrava do Norte";"MT";54,82;"paralisada";416025,351893724;"(09007110000150) TAYNA - CONSTRUCAO, CONSULTORIA E EMPREENDIMENTOS LTDA - ME"
17717;"700195/11 - EE Infantil - Vila Romana - Ponta Grrossa/PR";"Rua Edmundo Kruger";"Ponta Grossa";"PR";0;"paralisada";7131402,41843524;"(11851047000185) ENGEPARK - CONSTRUCOES CIVIS LTDA"
17718;"700195/11 - EE Infantil - Vila Cristina - Ponta Grrossa/PR";"Rua Casemiro Reis/Rua Paes de Andrade/ Rua Martins Pena";"Ponta Grossa";"PR";0;"paralisada";7131402,41843524;"(03729672000120) BBJ & CIA LTDA"
17720;"700195/11 - EE Infantil - 31 de Março - Ponta Grrossa/PR";"Rua Abílio Holzmann/Bairro dos Neves";"Ponta Grossa";"PR";15,78;"paralisada";7131402,41843524;"(07795455000190) J G DA SILVA FILHO & CIA LTDA - ME"
17733;"700269/11 - EE Rural - Josenilton Alv- Monte A de Sergipe/SE";NA;"Monte Alegre de Sergipe";"SE";76,05;"paralisada";618637,393283153;"(08587840000104) CONSTRUTORA H S LTDA ME"
17953;"700384/11 - Escola de Educação Infantil - Pedrinópolis/MG";"Rua Abílio Rodrigues";"Pedrinópolis";"MG";13,12;"paralisada";418846,802663418;"(97527653000165) CRIAR CONSTRUCOES, PROJETOS E SERVICOS LTDA - ME"
17958;"700322/11 - Escola de Educação Infantil - Tipo C - Uruoca/CE";"Distrito de Campanário";"Uruoca";"CE";95,91;"paralisada";626016,865150307;"(01992393000120) VIRGILIO & JACIRA CONSTRUCOES LTDA"
17964;"700330/11 - Escola de Educação Infantil- Guarani de Goiás/GO";"Praça da Matriz";"Guarani de Goiás";"GO";49,97;"paralisada";885727,08591996;"(03145683000163) CONSTRUTORA SANTA LUIZA LTDA."
17965;"700371/11 - Escola de Educação Infantil - Alvarães/AM";"Avenida de Sete Setembro";"Alvarães";"AM";69,38;"paralisada";887489,626082502;"(10736393000150) WILSON CONSTRUCOES E EMPREENDIMENTOS LTDA."
17971;"700311/11 - E Edu Infantil C - Palmeira/SC";NA;"Palmeira";"SC";63,23;"paralisada";416708,012431418;"(07959120000160) CONE CONSTRUCOES LTDA EPP"
17972;"700331/11 - Escola de Educação Infantil - Canarana/BA";"Praça Senhor José Soares França";"Canarana";"BA";42,03;"paralisada";845281,412150036;"(05950899000127) SKALA CONSTRUTORA LTDA"
17973;"700307/11 - E Edu Infantil - Cristinápolis/SE";NA;"Cristinápolis";"SE";95,46;"paralisada";891302,803258154;"(86986981000103) SANTOS & PORTELA LTDA"
17980;"700306/11 - Escola de Educação Infantil B - Planalto/BA";"Praça Valdemira Gomes dos Santos";"Planalto";"BA";92,75;"paralisada";860091,367806111;"(03905934000160) ELDORADO ENGENHARIA LTDA"
17985;"700300/11 - E Educação Infantil - Salgado de São Félix/PB";"Rua José Silveira";"Salgado de São Félix";"PB";59,09;"paralisada";769565,547527691;"(16896799000186) ADONIS DE AQUINO SALES JUNIOR - ME"
18069;"SANTARENZINHO";"RUA ASPARGO";"Santarém";"PA";0;"paralisada";427676,179695497;NA
18073;"CENTRO DE EDUCAÇÃO INFANTIL";"RUA DOS GIRASSOIS SETOR RESIDENCIAL B";"Colniza";"MT";97,45;"paralisada";1626456,08305963;"(10505889000112) MATERIAL FORTE E CONSTRUTORA LTDA"
18075;"terreno";"Rua Antonio Carlos Ruivo";"Bom Sucesso de Itararé";"SP";45,34;"paralisada";620611,825428479;"(14332604000140) PERFEITA PROJETO E CONSTRUCAO LTDA - EPP"
18076;"Terreno Rodonia";"Rua Rodonia";"Itacarambi";"MG";25,95;"paralisada";430491,734576803;"(11429067000162) AF CONSTRUTORA LTDA"
18077;"SEDE DO MUNICIPIO DE CAJAZEIRAS DO PIAUI";"Rua Cajazeiras, SEDE DO MUNICIPIO";"Cajazeiras do Piauí";"PI";29,16;"paralisada";424640,861383924;"(07813683000145) RAIOS DE SOL CONSTRUTORA LTDA"
18082;"rua 01";"Rua Presidente Geisel";"São Pedro da Água Branca";"MA";71,91;"paralisada";1782177,44198984;"(11398399000127) RIBEIRAO EMPREENDIMENTOS E CONSTRUCOES LTDA"
18086;"ESCOLA INFANTIL TIPO C - SERRA DA TAPUIA";"RUA PROJETADA";"Sítio Novo";"RN";28,51;"paralisada";645778,480359375;"(07353156000103) CONSTERRA CONSTRUCOES TERRAPLANAGEM E SERV LTDA"
18089;"CENTRO";"Rua Joaquim Gonzaga";"Monte Alegre";"RN";41,09;"paralisada";642246,12666273;"(10458681000190) RBS CONSTRUCOES E EMPREENDIMENTOS LTDA"
18094;"Av. Aristides Souza";"Avenida Aristides Sousa";"Montes Altos";"MA";53,46;"paralisada";1786189,69659047;"(11398399000127) RIBEIRAO EMPREENDIMENTOS E CONSTRUCOES LTDA"
18096;"AVENIDA PRESIDENTE VARGAS";"Avenida Presidente Vargas";"Vila Nova dos Martírios";"MA";60,38;"paralisada";1771088,40865337;"(11398399000127) RIBEIRAO EMPREENDIMENTOS E CONSTRUCOES LTDA"
18098;"Rua São Pedro";"Rua São Pedro";"São Francisco do Brejão";"MA";0;"paralisada";888156,844638161;"(10561407000141) SAMBAIBA CONSTRUCOES LTDA"
18100;"Creche Parque dos Faróis I";"Entre a Rua 23 e Rua Projetada";"Nossa Senhora do Socorro";"SE";0;"paralisada";359449,640699856;NA
18101;"Creche Pai André";"Entre as Rua Carlos Meneses, Ana Neri e Presidente Costa e Silva";"Nossa Senhora do Socorro";"SE";0;"paralisada";400384,320601124;NA
18213;"URUARA";"Avenida Antônio Simões";"Santarém";"PA";40,12;"paralisada";463802,405625531;"(18842730000103) CONSORCIO PRO-INFANCIA BRASIL - PIB"
18215;"Creche";"lote02/A QUADRA 02/B";"Cacaulândia";"RO";0;"paralisada";170366,862745344;NA
18288;"Bairro São Gonçalo";"Avenida São Cristóvão";"Serra Dourada";"BA";54,96;"paralisada";1817845,68403249;"(96827100000165) OLIVEIRA MACHADO COM DE PECAS E SERVICOS LTDA"
18294;"Creche Jardim Brasil";"Rua Antônio Inácio";"Suzano";"SP";1,01;"paralisada";430514,302116476;"(54547633000143) FL - EXATA COMERCIAL E CONSTRUTORA LTDA"
18295;"CRECHE DE ITATIAIA";"DISTRITO DE ITATIAIA";"São José do Jacuípe";"BA";40,26;"paralisada";624234,80404441;NA
18302;"CRECHE DO CAMPO VELHO";NA;"Quixadá";"CE";21,39;"paralisada";1370595,1068729;"(09423269000155) CONSTRUTORA MONTE SIAO LTDA"
18304;"NOVA REPUBLICA";"Avenida Almirante Tamandaré";"Santarém";"PA";62;"paralisada";1520031,38186105;"(18842730000103) CONSORCIO PRO-INFANCIA BRASIL - PIB"
18306;"ÁREA PUBLICA (PARQUE DAS AMÉRICAS";"ÁREA PUBLICA ";"Cidade Ocidental";"GO";52,34;"paralisada";761957,264902685;"(08658466000190) FERREIRA BORGES CONSTRUCOES E SERVICOS LTDA EPP"
18323;"ESPAÇO EDUCATIVO INFANTIL TIPO B PROINFANCIA";"RUA DOMICIANA MIRANDA CONJ 1 LOTE 02";"Conceição do Tocantins";"TO";4,21;"paralisada";877955,288336596;"(10463476000112) LUCIANO ELIAS RIBEIRO - PORTAL CONSTRUCOES"
18472;"TERRENO DESTINADO A CONSTRUÇÃO DE UMA ESCOLA INFANTIL";"RUA - SÃO SEBASTIÃO";"Riacho de Santo Antônio";"PB";40,88;"paralisada";645778,03595244;"(10814090000108) TB CONSTRUCOES CIVIS E INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS LTDA"
18900;"BAIRRO MANOEL DANTAS CARDOSO";"LOTEAMENTO MANOEL DANTAS CARDOSO";"Gandu";"BA";37,6;"paralisada";425949,37787275;"(10681759000130) L B INTERMEDIACAO E AGENCIAMENTO DE SERVICOS LTDA"
18906;"Creche Cidadde Nova";"Rua Major Lira Lobato";"Igarapé-Miri";"PA";93,73;"paralisada";1629285,78866795;"(83332718000102) M S S CONSTRUCOES E COMERCIO LTDA. - ME"
18910;"Creche Leandro Bezerra";"Rua Martinho Gomes de Moura";"Caraúbas";"RN";43,42;"paralisada";919544,079369676;"(08641972000177) A & T CONSTRUCOES COMERCIO E SERVICOS LTDA EPP"
18912;"Creche Municipal";"Rua Rubens Lins, Con.Nova Esperança";"São Miguel de Taipu";"PB";95,44;"paralisada";851856,902784048;"(04268324000166) ALBA LUCIA DE LACERDA BRASILEIRO"
18939;"proprio";"RUA FELIPE GOMES";"Cândido Mendes";"MA";26,82;"paralisada";850436,870000035;"(12888221000127) CONSTRUTORA C & J LTDA"
18942;"Bairro  Augusto Nasser Borges";"rua manoel euzebio";"Gongogi";"BA";66,87;"paralisada";1315394,22472809;"(03833213000192) RIO ENGENHARIA LTDA"
18943;"Proinfância Mateiros";"Av. Maranhão QI40";"Mateiros";"TO";74,35;"paralisada";856328,422099094;"(38136123000127) ROSARIO INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO E CONSTRUCOES LTDA"
18950;"EMEI CRESCENDO COM ALEGRIA";"RUA 15 DE NOVEMBRO";"Garibaldi";"RS";95,18;"paralisada";1878559,37418679;NA
18964;"Centro de Educação Infantil Francisca Maria da Silva";"Rua Projetada Centro Cacimbas PB";"Cacimbas";"PB";50,86;"paralisada";851630,84732712;"(14575353000124) VIGA - ENGENHARIA LTDA"
18985;"QUADRA 16";"RUA COLIDER";"Marcelândia";"MT";18,23;"paralisada";429694,746289587;"(24683120000107) TERRANORTE ENGENHARIA E SERVICOS LTDA."
18986;"Bairro Marimbá";"Rua Uberaba";"Betim";"MG";0;"paralisada";424337,476237947;"(08228956000157) LINHARES ENGENHARIA LTDA"
18987;"vila velha";"luiz carlos polli/caetsno munhoz da rocha";"Bocaiúva do Sul";"PR";79,2;"paralisada";645761,329029224;"(76759166000158) JORGE B.SANTOS & CIA LTDA"
18989;"LOTE 01 QUADRA 10 SETOR 40";"Rua André Luiz";"Santo Ângelo";"RS";7,71;"paralisada";563634,58023172;NA
18999;"PROINFÂNCIA AVAI A1";"Rua Nassib José Antonio";"Avaí";"SP";76,11;"paralisada";645610,605639645;NA
19007;"CIDADE NOVA";"RUA G";"Januária";"MG";82,87;"paralisada";733773,581154165;"(25800582000111) TERRA A TETO ENGENHARIA LTDA ME"
19021;"Centro esportivo Bambú";"Rua Maria Lopes Cavalcante";"Mathias Lobato";"MG";74,02;"paralisada";847251,922031429;"(09158165000160) PRELAFI LTDA"
19028;"PE DE SERRA";"RUA ELESBAO BARBOSA DE CARVALHO";"Maravilha";"AL";75,2;"paralisada";1665124,99961716;NA
19042;"Proinfância";"Rua 02 Qd.11";"Indiara";"GO";79,44;"paralisada";638815,037508692;"(12188018000148) A&A ENGENHARIA LTDA"
19048;"TERRENO I - ALAGOINHAS VELHA";"Conjunto Alagoinhas IV";"Alagoinhas";"BA";61,79;"paralisada";1104250,13167277;NA
19051;"Nova Coroatá";"Rua São Francisco";"Coroatá";"MA";34,71;"paralisada";1293768,06576114;"(12271005000138) TERC TERRAPLENAGEM E CONSTRUCOES LTDA-ME"
19060;"BAIRRO VILA MARIANA TIPO B";"Rua Santa Rita, próximo rua Gilmáro Café, Bairro Vila Mariana";"Imperatriz";"MA";72,66;"paralisada";1204064,90003128;"(07436857000106) AGT CONSTRUCAO E TRANSPORTE LTDA"
19080;"Terreno Jd. Itália";"Rua Paschoal Gianfrancesco";"Várzea Paulista";"SP";85,52;"paralisada";1500441,03431304;"(64174857000100) L & T EMPREENDIMENTOS E CONSTRUCOES LTDA"
